image_path,breed,label
cattle\Purnea\image_275x183_41.jpg,Purnea,35
cattle\malvi\image_252x200_36.jpg,malvi,54
cattle\motu\image_259x194_27.jpg,motu,55
cattle\siri\image_205x171_26.jpg,siri,58
cattle\siri\image_225x225_49.jpg,siri,58
cattle\Dangi\00000065.jpg,Dangi,6
cattle\Jaffrabadi\Jaffrabadi_55.jpg,Jaffrabadi,14
cattle\Purnea\image_272x185_37 (2).jpg,Purnea,35
cattle\Umblachery\image_201x251_46.jpg,Umblachery,44
cattle\siri\image_205x161_38.jpg,siri,58
cattle\Shweta Kapila\image_259x194_35.jpg,Shweta Kapila,41
cattle\Amritmahal\Amritmahal_16.jpg,Amritmahal,1
cattle\Bargur\Bargur_51.png,Bargur,4
cattle\Murrah\Murrah_99.png,Murrah,28
cattle\Sahiwal\Sahiwal_361.png,Sahiwal,40
cattle\gaolao\Ongole_117.png,gaolao,51
cattle\Tharparkar\Tharparkar_72.jpg,Tharparkar,42
cattle\Deoni\Deoni_29.jpg,Deoni,7
cattle\Kangayam\image_225x224_24.jpg,Kangayam,16
cattle\Brown_Swiss\Brown_Swiss_29.jpg,Brown_Swiss,5
cattle\motu\image_205x390_55.jpg,motu,55
cattle\Holstein_Friesian\Holstein_Friesian_283.jpg,Holstein_Friesian,13
cattle\Red_Dane\Red_Dane_144.jpg,Red_Dane,38
cattle\Mewati\image_320x158_51.jpg,Mewati,27
cattle\Vechur\00000139.jpg,Vechur,45
cattle\gaolao\0309.jpg,gaolao,51
cattle\Tharparkar\Tharparkar_36.png,Tharparkar,42
cattle\Tharparkar\Tharparkar_46.png,Tharparkar,42
cattle\Kosali\image_168x300_13.jpg,Kosali,22
cattle\Red_Dane\Red_Dane_10.jpg,Red_Dane,38
cattle\thutho\image_273x185_45.jpg,thutho,59
cattle\Sahiwal\Sahiwal_316.jpg,Sahiwal,40
cattle\Ongole\Ongole_179.jpg,Ongole,31
cattle\Purnea\image_150x335_58 (2).jpg,Purnea,35
cattle\Kenkatha\image_259x195_1.jpg,Kenkatha,18
cattle\Holstein_Friesian\Holstein_Friesian_318.jpg,Holstein_Friesian,13
cattle\Jersey\Jersey_61.jpg,Jersey,15
cattle\Deoni\Deoni_25.jpg,Deoni,7
cattle\Gir\Gir_80.jpg,Gir,8
cattle\Tharparkar\Tharparkar_15.jpg,Tharparkar,42
cattle\Holstein_Friesian\Holstein_Friesian_94.jpg,Holstein_Friesian,13
cattle\Tharparkar\Tharparkar_142.png,Tharparkar,42
cattle\Murrah\Murrah_163.jpg,Murrah,28
cattle\nagori\image_194x259_25.jpg,nagori,56
cattle\Punganur\image_168x300_4.jpg,Punganur,34
cattle\Brown_Swiss\Brown_Swiss_63.jpg,Brown_Swiss,5
cattle\motu\image_259x194_15.jpg,motu,55
cattle\bachaur\image_300x168_8.jpg,bachaur,46
cattle\Red_Sindhi\Red_Sindhi_37.jpg,Red_Sindhi,39
cattle\Rathi\Screenshot (978).png,Rathi,36
cattle\Nari\image_234x215_57.jpg,Nari,30
cattle\Rathi\00000040.jpg,Rathi,36
cattle\Umblachery\image_168x300_26.jpg,Umblachery,44
cattle\Murrah\Murrah_26.jpg,Murrah,28
cattle\Hallikar\Hallikar_94.png,Hallikar,10
cattle\Konkan Kapila\image_194x259_2 (2).jpg,Konkan Kapila,21
cattle\Jersey\Jersey_92.jpg,Jersey,15
cattle\Rathi\Screenshot (961).png,Rathi,36
cattle\nagori\image_275x183_53 (2).jpg,nagori,56
cattle\Shweta Kapila\image_276x183_47.jpg,Shweta Kapila,41
cattle\Nagpuri\Nagpuri_122.png,Nagpuri,29
cattle\Hallikar\Hallikar_68.png,Hallikar,10
cattle\Red_Sindhi\Red_Sindhi_61.jpg,Red_Sindhi,39
cattle\Purnea\image_238x211_56 (2).jpg,Purnea,35
cattle\Ayrshire\Ayrshire_43.jpg,Ayrshire,2
cattle\Hallikar\Hallikar_172.jpeg,Hallikar,10
cattle\badri\image_300x168_30.jpg,badri,47
cattle\Nagpuri\Nagpuri_140.jpg,Nagpuri,29
cattle\kherigarh\image_275x183_4.jpg,kherigarh,53
cattle\thutho\image_225x225_63.jpg,thutho,59
cattle\Ongole\Ongole_19.jpg,Ongole,31
cattle\Poda Thirupu\image_275x183_61.jpg,Poda Thirupu,32
cattle\Holstein_Friesian\Holstein_Friesian_292.jpg,Holstein_Friesian,13
cattle\kherigarh\image_249x202_3.jpg,kherigarh,53
cattle\badri\Indian_Cow_Images_Browse_9137_Stock_.jpg,badri,47
cattle\Nari\image_191x264_16.jpg,Nari,30
cattle\Holstein_Friesian\Holstein_Friesian_270.jpg,Holstein_Friesian,13
cattle\Ongole\Ongole_29.png,Ongole,31
cattle\Rathi\00000079.png,Rathi,36
cattle\Holstein_Friesian\Holstein_Friesian_265.jpg,Holstein_Friesian,13
cattle\Hallikar\Hallikar_50.png,Hallikar,10
cattle\Nagpuri\Nagpuri_7.jpg,Nagpuri,29
cattle\Alambadi\Alambadi_16.jpg,Alambadi,0
cattle\Brown_Swiss\Brown_Swiss_81.jpg,Brown_Swiss,5
cattle\Shweta Kapila\image_300x168_56.jpg,Shweta Kapila,41
cattle\Amritmahal\image_225x225_46.jpg,Amritmahal,1
cattle\badri\image_168x300_8.jpg,badri,47
cattle\Bargur\Bargur_17.png,Bargur,4
cattle\thutho\image_300x168_34.jpg,thutho,59
cattle\Khariar\image_259x194_6 (2).jpg,Khariar,19
cattle\Ongole\Ongole_159.jpg,Ongole,31
cattle\dagri\image_120x84_65.jpg,dagri,49
cattle\ghumsari\image_299x168_42.jpg,ghumsari,52
cattle\Kangayam\image_201x251_33.jpg,Kangayam,16
cattle\Sahiwal\Sahiwal_115.jpg,Sahiwal,40
cattle\motu\image_259x194_12.jpg,motu,55
cattle\ghumsari\image_299x169_47.jpg,ghumsari,52
cattle\bhelai\ezgif-frame-090.jpg,bhelai,48
cattle\Khariar\image_300x168_4 (3).jpg,Khariar,19
cattle\Sahiwal\Sahiwal_397.jpg,Sahiwal,40
cattle\Ongole\Ongole_133.jpg,Ongole,31
cattle\Kankrej\Kankrej_174.jpg,Kankrej,17
cattle\Holstein_Friesian\Holstein_Friesian_18.jpg,Holstein_Friesian,13
cattle\Red_Dane\Red_Dane_146.jpg,Red_Dane,38
cattle\Tharparkar\Tharparkar_29.jpg,Tharparkar,42
cattle\Kenkatha\image_259x194_25.jpg,Kenkatha,18
cattle\Gir\Gir_19.png,Gir,8
cattle\Red_Sindhi\Red_Sindhi_31.jpg,Red_Sindhi,39
cattle\Umblachery\image_259x194_6.jpg,Umblachery,44
cattle\gangatari\image_217x232_41.jpg,gangatari,50
cattle\Red kandhari\image_273x185_6.jpg,Red kandhari,37
cattle\nagori\image_168x300_12.jpg,nagori,56
cattle\ghumsari\image_195x259_1.jpg,ghumsari,52
cattle\Shweta Kapila\image_331x152_66.jpg,Shweta Kapila,41
cattle\Krishna_Valley\Krishna_Valley_24.jpg,Krishna_Valley,23
cattle\Banni\00000226.jpg,Banni,3
cattle\Jersey\Jersey_8.jpg,Jersey,15
cattle\Jersey\Jersey_35.jpg,Jersey,15
cattle\Mewati\image_299x168_50.jpg,Mewati,27
cattle\Ayrshire\Ayrshire_187.jpg,Ayrshire,2
cattle\Kangayam\Kangayam_64.jpg,Kangayam,16
cattle\Red kandhari\image_168x300_40.jpg,Red kandhari,37
cattle\Bargur\Bargur_70.png,Bargur,4
cattle\Holstein_Friesian\Holstein_Friesian_213.jpg,Holstein_Friesian,13
cattle\Gir\Gir_35.png,Gir,8
cattle\Nagpuri\Nagpuri_194.jpg,Nagpuri,29
cattle\Hariana\Hariana_111.png,Hariana,11
cattle\Brown_Swiss\Brown_Swiss_153.jpg,Brown_Swiss,5
cattle\Alambadi\Alambadi_11.png,Alambadi,0
cattle\Himachali Pahari\image_247x204_2.jpg,Himachali Pahari,12
cattle\Holstein_Friesian\Holstein_Friesian_24.jpg,Holstein_Friesian,13
cattle\Mewati\image_258x195_4.jpg,Mewati,27
cattle\Punganur\Punganur_Cow_ (1).jpg,Punganur,34
cattle\Ayrshire\Ayrshire_13.jpg,Ayrshire,2
cattle\Himachali Pahari\image_300x168_42.jpg,Himachali Pahari,12
cattle\Hallikar\Hallikar_148.jpg,Hallikar,10
cattle\Vechur\Screenshot (292).png,Vechur,45
cattle\bachaur\Recognized_Indigenous_Cattle_Breeds_of_.jpg,bachaur,46
cattle\siri\image_259x194_14 (2).jpg,siri,58
cattle\Sahiwal\Sahiwal_9.JPG,Sahiwal,40
cattle\Konkan Kapila\image_259x194_14 (3).jpg,Konkan Kapila,21
cattle\gaolao\0184.jpg,gaolao,51
cattle\kherigarh\image_269x188_1.jpg,kherigarh,53
cattle\Gir\Gir_347.jpg,Gir,8
cattle\Kankrej\Kankrej_3.JPG,Kankrej,17
cattle\Dangi\Screenshot (369).png,Dangi,6
cattle\Jersey\Jersey_150.jpg,Jersey,15
cattle\Ongole\Ongole_144.png,Ongole,31
cattle\Pulikulam\Pulikulam_1.JPG,Pulikulam,33
cattle\Red kandhari\image_262x193_46.jpg,Red kandhari,37
cattle\Ayrshire\Ayrshire_169.jpg,Ayrshire,2
cattle\Guernsey\Guernsey_14.jpg,Guernsey,9
cattle\Ongole\Ongole_165.jpg,Ongole,31
cattle\Jersey\Jersey_170.jpg,Jersey,15
cattle\Tharparkar\Tharparkar_192.jpg,Tharparkar,42
cattle\Brown_Swiss\Brown_Swiss_165.jpg,Brown_Swiss,5
cattle\Ayrshire\Ayrshire_112.jpg,Ayrshire,2
cattle\Khariar\image_266x189_10.jpg,Khariar,19
cattle\Umblachery\image_237x213_54.jpg,Umblachery,44
cattle\Dangi\Screenshot (368).png,Dangi,6
cattle\Holstein_Friesian\Holstein_Friesian_282.jpg,Holstein_Friesian,13
cattle\malvi\image_180x180_73.jpg,malvi,54
cattle\Brown_Swiss\Brown_Swiss_159.jpg,Brown_Swiss,5
cattle\Jaffrabadi\Jaffrabadi_69.jpg,Jaffrabadi,14
cattle\Kenkatha\image_150x335_53.jpg,Kenkatha,18
cattle\Jaffrabadi\Jaffrabadi_77.png,Jaffrabadi,14
cattle\ponwar\image_259x194_50.jpg,ponwar,57
cattle\Amritmahal\Amritmahal_15.png,Amritmahal,1
cattle\Umblachery\image_259x194_4 (3).jpg,Umblachery,44
cattle\Guernsey\Guernsey_11.jpg,Guernsey,9
cattle\Red kandhari\image_300x168_52.jpg,Red kandhari,37
cattle\Alambadi\Alambadi_32.png,Alambadi,0
cattle\Deoni\Deoni_32.jpeg,Deoni,7
cattle\Jersey\Jersey_155.jpg,Jersey,15
cattle\Kangayam\image_194x259_47.jpg,Kangayam,16
cattle\Malnad_gidda\Screenshot (1129).png,Malnad_gidda,26
cattle\Mewati\image_259x194_10 (2).jpg,Mewati,27
cattle\Kangayam\image_205x212_10.jpg,Kangayam,16
cattle\Konkan Kapila\image_259x194_9 (2).jpg,Konkan Kapila,21
cattle\Jersey\Jersey_148.jpg,Jersey,15
cattle\Kankrej\Kankrej_46.png,Kankrej,17
cattle\Rathi\00000055.jpg,Rathi,36
cattle\Poda Thirupu\image_300x168_38.jpg,Poda Thirupu,32
cattle\Purnea\image_268x188_36.jpg,Purnea,35
cattle\Kosali\image_168x300_10.jpg,Kosali,22
cattle\Lakhimi\image_300x168_35.jpg,Lakhimi,25
cattle\Gir\Gir_360.png,Gir,8
cattle\Umblachery\image_259x194_10.jpg,Umblachery,44
cattle\kherigarh\image_208x144_1.jpg,kherigarh,53
cattle\siri\image_300x168_56.jpg,siri,58
cattle\Gir\Gir_160.jpg,Gir,8
cattle\Holstein_Friesian\Holstein_Friesian_111.jpg,Holstein_Friesian,13
cattle\Ladakhi\image_233x216_9.jpg,Ladakhi,24
cattle\Purnea\image_224x224_44 (2).jpg,Purnea,35
cattle\Vechur\00000230.jpg,Vechur,45
cattle\gangatari\image_275x183_51.jpg,gangatari,50
cattle\Red_Sindhi\Red_Sindhi_116.jpg,Red_Sindhi,39
cattle\Gir\Gir_294.jpg,Gir,8
cattle\Ladakhi\image_194x259_52.jpg,Ladakhi,24
cattle\Dangi\image_259x194_13.jpg,Dangi,6
cattle\Malnad_gidda\Screenshot (1140).png,Malnad_gidda,26
cattle\Khillari\Khillari_67.jpg,Khillari,20
cattle\Tharparkar\Tharparkar_148.png,Tharparkar,42
cattle\Shweta Kapila\image_300x168_45.jpg,Shweta Kapila,41
cattle\Nagpuri\Nagpuri_174.jpg,Nagpuri,29
cattle\Ongole\Ongole_14.jpg,Ongole,31
cattle\Brown_Swiss\Brown_Swiss_97.jpg,Brown_Swiss,5
cattle\Red_Dane\Red_Dane_16.jpg,Red_Dane,38
cattle\Banni\00000131.JPG,Banni,3
cattle\Amritmahal\Amritmahal_36.jpg,Amritmahal,1
cattle\bachaur\image_300x168_63.jpg,bachaur,46
cattle\Hallikar\Hallikar_108.png,Hallikar,10
cattle\Sahiwal\Sahiwal_57.jpg,Sahiwal,40
cattle\Guernsey\Guernsey_69.jpg,Guernsey,9
cattle\badri\Badri_Cow_Bulls_With_Long_Horns_ (3).jpg,badri,47
cattle\Krishna_Valley\Krishna_Valley_82.jpg,Krishna_Valley,23
cattle\Rathi\00000134.jpg,Rathi,36
cattle\malvi\image_300x168_2.jpg,malvi,54
cattle\siri\image_195x259_27.jpg,siri,58
cattle\Khillari\Khillari_38.jpg,Khillari,20
cattle\Kangayam\image_168x300_29.jpg,Kangayam,16
cattle\Kosali\image_299x168_8.jpg,Kosali,22
cattle\nagori\image_252x200_25.jpg,nagori,56
cattle\Shweta Kapila\image_299x168_40.jpg,Shweta Kapila,41
cattle\Gir\Gir_288.jpg,Gir,8
cattle\Mewati\image_194x259_40.jpg,Mewati,27
cattle\Ayrshire\Ayrshire_148.jpg,Ayrshire,2
cattle\Ayrshire\Ayrshire_18.jpg,Ayrshire,2
cattle\Sahiwal\Sahiwal_36.jpg,Sahiwal,40
cattle\Jersey\Jersey_94.jpg,Jersey,15
cattle\Ongole\Ongole_52.png,Ongole,31
cattle\bhelai\ezgif-frame-025.jpg,bhelai,48
cattle\thutho\image_259x194_31.jpg,thutho,59
cattle\Toda\Toda_78.jpg,Toda,43
cattle\Sahiwal\Sahiwal_56.jpg,Sahiwal,40
cattle\nagori\image_259x194_30 (2).jpg,nagori,56
cattle\Purnea\image_259x194_20.jpg,Purnea,35
cattle\Nagpuri\Nagpuri_8.jpg,Nagpuri,29
cattle\Purnea\image_266x189_39 (2).jpg,Purnea,35
cattle\Holstein_Friesian\Holstein_Friesian_299.jpg,Holstein_Friesian,13
cattle\Brown_Swiss\Brown_Swiss_37.jpg,Brown_Swiss,5
cattle\Red_Dane\Red_Dane_89.jpg,Red_Dane,38
cattle\thutho\image_288x175_57.jpg,thutho,59
cattle\dagri\image_225x225_24.jpg,dagri,49
cattle\Gir\Gir_141.jpg,Gir,8
cattle\Ayrshire\Ayrshire_78.jpg,Ayrshire,2
cattle\Punganur\image_50x50_68.jpg,Punganur,34
cattle\Mewati\image_275x183_46.jpeg,Mewati,27
cattle\bhelai\ezgif-frame-034.jpg,bhelai,48
cattle\Brown_Swiss\Brown_Swiss_94.jpg,Brown_Swiss,5
cattle\badri\image_168x300_12.jpg,badri,47
cattle\Red_Dane\Red_Dane_150.jpg,Red_Dane,38
cattle\gaolao\0219.jpg,gaolao,51
cattle\Dangi\Screenshot (353).png,Dangi,6
cattle\Khariar\image_259x194_14 (2).jpg,Khariar,19
cattle\kherigarh\image_221x229_7 (2).jpg,kherigarh,53
cattle\gangatari\37_Nagori_Cattle_Royalty-Free_Images_.jpg,gangatari,50
cattle\Kenkatha\image_205x280_1.jpg,Kenkatha,18
cattle\bachaur\image_265x190_32.jpg,bachaur,46
cattle\Tharparkar\Tharparkar_74.png,Tharparkar,42
cattle\Khariar\image_300x168_2 (2).jpg,Khariar,19
cattle\badri\Badri_Cow_Long_Horns_Tethered_By_Stock_ (3).jpg,badri,47
cattle\Nari\image_150x335_44.jpg,Nari,30
cattle\Tharparkar\Tharparkar_169.png,Tharparkar,42
cattle\ghumsari\image_225x225_41.jpg,ghumsari,52
cattle\thutho\image_210x240_55.jpg,thutho,59
cattle\Amritmahal\Amritmahal_60.jpg,Amritmahal,1
cattle\ponwar\image_259x194_24.jpg,ponwar,57
cattle\Umblachery\image_259x194_18 (2).jpg,Umblachery,44
cattle\Purnea\image_168x300_66.jpg,Purnea,35
cattle\Jaffrabadi\Jaffrabadi_67.jpg,Jaffrabadi,14
cattle\Ayrshire\Ayrshire_118.jpg,Ayrshire,2
cattle\bhelai\ezgif-frame-043.jpg,bhelai,48
cattle\thutho\image_259x194_32.jpg,thutho,59
cattle\Punganur\image_259x194_47.jpg,Punganur,34
cattle\Bargur\Bargur_40.png,Bargur,4
cattle\Tharparkar\Tharparkar_90.jpg,Tharparkar,42
cattle\Hallikar\Hallikar_46.jpg,Hallikar,10
cattle\Purnea\image_245x206_53.jpg,Purnea,35
cattle\Umblachery\image_259x194_19.jpg,Umblachery,44
cattle\motu\image_225x225_44.jpg,motu,55
cattle\Purnea\image_275x183_61.jpg,Purnea,35
cattle\Shweta Kapila\image_168x300_26.jpg,Shweta Kapila,41
cattle\nagori\image_192x263_47.jpg,nagori,56
cattle\Banni\00000119.jpg,Banni,3
cattle\Konkan Kapila\image_244x207_1.jpg,Konkan Kapila,21
cattle\Nagpuri\Nagpuri_100.jpg,Nagpuri,29
cattle\Red_Sindhi\Red_Sindhi_91.jpg,Red_Sindhi,39
cattle\Punganur\Punganur_-_Surabhivana_Gaushala_.jpg,Punganur,34
cattle\Holstein_Friesian\Holstein_Friesian_22.jpg,Holstein_Friesian,13
cattle\nagori\image_300x168_49.jpg,nagori,56
cattle\ponwar\image_253x199_20.jpg,ponwar,57
cattle\Kangayam\image_168x300_26.jpg,Kangayam,16
cattle\thutho\image_259x194_10 (2).jpg,thutho,59
cattle\Tharparkar\Tharparkar_67.jpg,Tharparkar,42
cattle\Sahiwal\Sahiwal_265.jpg,Sahiwal,40
cattle\Deoni\Deoni_91.jpg,Deoni,7
cattle\Nari\image_277x182_49.jpg,Nari,30
cattle\Purnea\image_194x259_47 (2).jpg,Purnea,35
cattle\Khillari\Khillari_53.jpg,Khillari,20
cattle\Jersey\Jersey_87.jpg,Jersey,15
cattle\Holstein_Friesian\Holstein_Friesian_43.jpg,Holstein_Friesian,13
cattle\Ayrshire\Ayrshire_30.jpg,Ayrshire,2
cattle\Konkan Kapila\image_223x226_4.jpg,Konkan Kapila,21
cattle\ponwar\image_225x225_46.jpg,ponwar,57
cattle\nagori\image_240x210_54.jpg,nagori,56
cattle\Kenkatha\image_259x194_11.jpg,Kenkatha,18
cattle\Mewati\image_204x247_48.jpg,Mewati,27
cattle\nagori\image_225x225_36 (2).jpg,nagori,56
cattle\Toda\Toda_25.jpg,Toda,43
cattle\Nari\image_150x150_75.jpg,Nari,30
cattle\Ongole\Ongole_47.png,Ongole,31
cattle\Murrah\Murrah_177.jpg,Murrah,28
cattle\Shweta Kapila\image_260x194_22.jpg,Shweta Kapila,41
cattle\malvi\image_318x159_71.jpg,malvi,54
cattle\Tharparkar\Tharparkar_11.jpg,Tharparkar,42
cattle\Konkan Kapila\image_168x299_4.jpg,Konkan Kapila,21
cattle\gangatari\image_266x190_20.jpg,gangatari,50
cattle\Poda Thirupu\image_300x168_49.jpg,Poda Thirupu,32
cattle\Umblachery\image_259x194_19 (3).jpg,Umblachery,44
cattle\Amritmahal\Amritmahal_20.png,Amritmahal,1
cattle\Khillari\Khillari_1.JPG,Khillari,20
cattle\Hallikar\Hallikar_152.jpg,Hallikar,10
cattle\Kangayam\Kangayam_35.jpg,Kangayam,16
cattle\Kangayam\Kangayam_21.jpg,Kangayam,16
cattle\Gir\Gir_166.jpg,Gir,8
cattle\Murrah\Murrah_142.jpg,Murrah,28
cattle\Ayrshire\Ayrshire_140.jpg,Ayrshire,2
cattle\Dangi\00000070.jpg,Dangi,6
cattle\Amritmahal\image_259x195_27.jpg,Amritmahal,1
cattle\Red_Dane\Red_Dane_72.jpg,Red_Dane,38
cattle\Purnea\image_265x190_6.jpg,Purnea,35
cattle\Bargur\Bargur_79.jpg,Bargur,4
cattle\thutho\image_265x190_27.jpg,thutho,59
cattle\dagri\Indigenous_Cattle_Breeds_.jpg,dagri,49
cattle\Nagpuri\Nagpuri_141.jpg,Nagpuri,29
cattle\Kangayam\image_259x194_47.jpg,Kangayam,16
cattle\Umblachery\image_259x194_5 (3).jpg,Umblachery,44
cattle\gangatari\Desi_Cow_Breeds_Gangatiri_Cow_Farm_.jpg,gangatari,50
cattle\gaolao\0439.jpg,gaolao,51
cattle\Krishna_Valley\Krishna_Valley_17.jpg,Krishna_Valley,23
cattle\nagori\image_168x300_2.jpg,nagori,56
cattle\Konkan Kapila\image_299x168_6.jpg,Konkan Kapila,21
cattle\ghumsari\image_240x210_53.jpg,ghumsari,52
cattle\Kenkatha\Visually_searched_image.jpg,Kenkatha,18
cattle\Mewati\image_168x300_10.jpg,Mewati,27
cattle\Holstein_Friesian\Holstein_Friesian_230.jpg,Holstein_Friesian,13
cattle\Himachali Pahari\Cow_under_Buddhist_prayer_flags_on_kora_.jpg,Himachali Pahari,12
cattle\thutho\image_299x168_59.jpg,thutho,59
cattle\Banni\00000147.jpg,Banni,3
cattle\Lakhimi\image_259x194_3 (2).jpg,Lakhimi,25
cattle\thutho\image_259x194_12 (3).jpg,thutho,59
cattle\Shweta Kapila\image_259x194_27 (2).jpg,Shweta Kapila,41
cattle\Deoni\Deoni_69.jpg,Deoni,7
cattle\Shweta Kapila\image_225x225_51.jpg,Shweta Kapila,41
cattle\Banni\00000042.jpg,Banni,3
cattle\Ongole\Ongole_21.jpg,Ongole,31
cattle\Konkan Kapila\image_259x194_12 (2).jpg,Konkan Kapila,21
cattle\Nagpuri\Nagpuri_39.jpg,Nagpuri,29
cattle\gangatari\image_225x225_30.jpg,gangatari,50
cattle\Dangi\Screenshot (367).png,Dangi,6
cattle\nagori\image_225x224_37.jpg,nagori,56
cattle\Nari\image_259x194_35.jpg,Nari,30
cattle\Ladakhi\image_259x194_4.jpg,Ladakhi,24
cattle\Amritmahal\Visually_searched_image.jpg,Amritmahal,1
cattle\Sahiwal\Sahiwal_384.png,Sahiwal,40
cattle\Purnea\image_275x183_45 (2).jpg,Purnea,35
cattle\Jersey\Jersey_55.jpg,Jersey,15
cattle\Murrah\Murrah_35.jpg,Murrah,28
cattle\Poda Thirupu\image_168x300_13.jpg,Poda Thirupu,32
cattle\Red kandhari\image_266x189_18.jpg,Red kandhari,37
cattle\Poda Thirupu\image_225x225_52.jpg,Poda Thirupu,32
cattle\bachaur\image_168x300_3.jpg,bachaur,46
cattle\Nagpuri\Nagpuri_185.png,Nagpuri,29
cattle\Brown_Swiss\Brown_Swiss_64.jpg,Brown_Swiss,5
cattle\Punganur\image_168x300_9.jpg,Punganur,34
cattle\Dangi\Screenshot (376).png,Dangi,6
cattle\motu\image_259x194_30.jpg,motu,55
cattle\gaolao\Day-1163_Gaolao_BREED_OF_COW_breed.jpg,gaolao,51
cattle\Gir\Gir_153.jpg,Gir,8
cattle\Gir\Gir_325.jpg,Gir,8
cattle\Umblachery\Visually_searched_image (2).jpg,Umblachery,44
cattle\Dangi\image_265x190_5.jpg,Dangi,6
cattle\Guernsey\Guernsey_68.jpg,Guernsey,9
cattle\Gir\Gir_257.jpg,Gir,8
cattle\Himachali Pahari\Goumatha_-_The_Living_God_on_X_.jpg,Himachali Pahari,12
cattle\Punganur\The_Punganur_Cow_A_Dwarf_Breed_with_.jpg,Punganur,34
cattle\Rathi\00000056.jpeg,Rathi,36
cattle\Toda\Toda_3.jpg,Toda,43
cattle\ponwar\image_254x198_16.jpg,ponwar,57
cattle\motu\image_300x168_34.jpg,motu,55
cattle\Nari\image_225x225_29.jpg,Nari,30
cattle\Sahiwal\Sahiwal_356.png,Sahiwal,40
cattle\Kenkatha\image_222x227_49.jpg,Kenkatha,18
cattle\Sahiwal\Sahiwal_434.jpg,Sahiwal,40
cattle\badri\Badri_cow_ghee_sells_.jpg,badri,47
cattle\Mewati\image_259x194_10.jpg,Mewati,27
cattle\Jersey\Jersey_12.jpg,Jersey,15
cattle\Vechur\Screenshot (267).png,Vechur,45
cattle\Banni\00000230.jpg,Banni,3
cattle\Hariana\Hariana_1.JPG,Hariana,11
cattle\Mewati\image_300x168_51.jpg,Mewati,27
cattle\ponwar\image_225x225_54 (2).jpg,ponwar,57
cattle\Gir\Gir_127.jpg,Gir,8
cattle\Nagpuri\Nagpuri_23.jpg,Nagpuri,29
cattle\Rathi\00000101.jpg,Rathi,36
cattle\nagori\image_240x210_45.jpg,nagori,56
cattle\Nari\image_275x183_62.jpg,Nari,30
cattle\Khillari\Khillari_26.png,Khillari,20
cattle\Hallikar\Hallikar_155.jpg,Hallikar,10
cattle\bachaur\Native_Cow_Breeds_.jpg,bachaur,46
cattle\Ayrshire\Ayrshire_143.jpg,Ayrshire,2
cattle\badri\Badri_Pahadi_cows_get_to_graze_in_the_.jpg,badri,47
cattle\bachaur\image_225x225_11.jpg,bachaur,46
cattle\Hallikar\Hallikar_79.png,Hallikar,10
cattle\bhelai\Screenshot 2025-09-24 182845.png,bhelai,48
cattle\ghumsari\Ongole_163.jpg,ghumsari,52
cattle\Kenkatha\image_225x225_27.jpg,Kenkatha,18
cattle\Deoni\Deoni_10.jpg,Deoni,7
cattle\Dangi\image_225x225_32.jpg,Dangi,6
cattle\Hallikar\Hallikar_37.jpg,Hallikar,10
cattle\Lakhimi\image_233x216_32.jpg,Lakhimi,25
cattle\Himachali Pahari\image_279x181_2.jpg,Himachali Pahari,12
cattle\Sahiwal\Sahiwal_20.jpg,Sahiwal,40
cattle\Gir\Gir_323.jpg,Gir,8
cattle\dagri\image_259x194_14 (2).jpg,dagri,49
cattle\Khariar\image_259x194_12 (2).jpg,Khariar,19
cattle\Purnea\image_300x168_48.jpg,Purnea,35
cattle\Lakhimi\image_286x176_55.jpg,Lakhimi,25
cattle\Ladakhi\image_232x217_7.jpg,Ladakhi,24
cattle\Kenkatha\image_205x385_37.jpg,Kenkatha,18
cattle\Nari\image_150x150_67.jpg,Nari,30
cattle\malvi\image_259x194_36.jpg,malvi,54
cattle\ghumsari\image_194x259_4.jpg,ghumsari,52
cattle\Umblachery\image_194x259_52.jpg,Umblachery,44
cattle\nagori\image_194x259_37.jpg,nagori,56
cattle\bhelai\Screenshot 2025-09-24 183103.png,bhelai,48
cattle\Khillari\Khillari_48.png,Khillari,20
cattle\Khariar\image_249x202_3.jpg,Khariar,19
cattle\Bargur\image_225x225_52.jpg,Bargur,4
cattle\Lakhimi\image_286x176_55 (2).jpg,Lakhimi,25
cattle\Red_Sindhi\Red_Sindhi_35.jpg,Red_Sindhi,39
cattle\malvi\image_275x183_53.jpg,malvi,54
cattle\Umblachery\Umblachery_53.png,Umblachery,44
cattle\ghumsari\Screenshot 2025-09-24 220650.png,ghumsari,52
cattle\malvi\image_238x211_66.jpg,malvi,54
cattle\Dangi\image_259x194_26.jpg,Dangi,6
cattle\dagri\ezgif-frame-078.jpg,dagri,49
cattle\ponwar\image_300x168_33.jpg,ponwar,57
cattle\Rathi\00000077.jpg,Rathi,36
cattle\Malnad_gidda\Screenshot (1168).png,Malnad_gidda,26
cattle\ghumsari\image_168x300_11 (2).jpg,ghumsari,52
cattle\Poda Thirupu\image_168x300_41.jpg,Poda Thirupu,32
cattle\Hariana\Hariana_129.jpg,Hariana,11
cattle\Red kandhari\image_299x168_50.jpg,Red kandhari,37
cattle\Pulikulam\Pulikulam_8.jpg,Pulikulam,33
cattle\Shweta Kapila\image_259x194_48.jpg,Shweta Kapila,41
cattle\Red_Dane\Red_Dane_71.jpg,Red_Dane,38
